State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls,Churn
WY,111,415,371-5556,no,no,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,579.6,3,2.35,56.77,3,
PA,91,510,334-5337,no,no,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,663.1999999999999,7,3.13,67.44999999999999,3,
KY,90,415,334-8817,no,no,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,659.6,3,3.43,62.93,1,
OR,151,510,339-1405,no,no,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,593.2,6,2.08,57.32,4,
NV,105,415,380-7742,yes,yes,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,642.1,6,3.56,68.15,1,
DC,41,408,329-6191,no,yes,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,658.1,1,1.97,70.11,2,
UT,48,510,340-3075,no,yes,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,613.3,5,2.16,58.91,1,
WA,166,408,416-5849,yes,yes,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,710.3999999999999,7,2.38,60.949999999999996,2,
FL,79,510,334-7443,no,no,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,629.9,6,3.78,59.41,3,
VA,153,510,394-9121,no,no,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,504.40000000000003,6,3.13,55.92,1,
KS,110,415,383-1657,yes,no,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,763.2,4,3.92,81.81,0,
KS,163,415,347-4112,no,no,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,666.4,4,3.46,64.53999999999999,1,
DC,126,510,362-8280,no,no,0,122.4,88,20.81,143.8,111,12.22,157.0,106,7.07,11.5,434.70000000000005,3,3.11,43.21,1,
ME,105,408,402-9982,no,yes,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,488.1,3,2.86,56.42,2,
LA,172,415,392-8905,no,no,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,633.7,1,1.92,62.94,3,
DC,126,415,392-5512,no,no,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,636.3000000000001,2,1.38,58.78,0,
TX,97,510,351-6384,no,no,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,529.3,4,3.73,54.019999999999996,3,
NJ,95,408,348-8015,yes,yes,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,614.7,2,1.11,63.519999999999996,0,
DE,87,510,374-6966,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,673.6999999999999,2,2.0,70.42999999999999,4,
VT,97,415,328-2236,no,no,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,489.0,5,1.76,46.26,1,
GA,76,415,372-6497,no,no,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,750.6000000000001,4,3.7,83.37,0,
TX,140,408,417-8617,no,no,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,604.7,4,3.75,61.53,0,
MT,169,415,361-9621,no,no,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,533.9,2,2.57,47.97,0,
ND,68,408,421-2723,no,yes,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,557.1999999999999,4,1.3,48.07,3,
NJ,122,415,327-9341,no,yes,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,471.70000000000005,4,4.21,46.62,2,
MO,36,408,383-5474,no,no,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,719.5999999999999,6,2.92,66.03,2,
CO,120,510,328-8147,no,yes,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,614.2,7,2.75,56.88,5,
KS,121,408,373-5438,no,no,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,526.2,15,2.48,52.48,1,
NC,64,408,333-9253,no,yes,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,552.5,3,2.03,54.17,0,
MT,13,415,347-9421,no,yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,685.1,1,3.48,72.80000000000001,1,
DE,106,415,419-3167,no,no,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,484.6,2,3.08,45.81,0,
ND,88,415,414-4162,no,no,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,549.1,4,2.13,53.620000000000005,2,
VA,74,408,416-5341,no,no,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,582.0999999999999,3,2.65,57.0,1,
IL,83,415,368-8600,no,no,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,597.1,13,2.97,62.14,0,
OK,49,415,336-6085,no,no,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,734.3000000000001,7,4.21,73.88,0,
CO,111,510,377-1479,no,yes,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14.0,654.7,4,3.78,67.08,1,
MT,50,415,360-2107,no,yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,597.7,4,2.3,67.53999999999999,3,
WV,153,408,405-9384,no,yes,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,649.1999999999999,9,4.16,71.24,0,
ME,88,415,420-5179,no,no,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,7.5,482.70000000000005,5,2.03,52.52,1,
WI,131,415,331-3174,no,yes,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,284.3,4,2.46,27.54,0,
MO,79,408,411-5958,no,no,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6.0,735.0,3,1.62,75.56,3,
NY,140,415,333-8180,no,no,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,607.3,4,3.11,69.64999999999999,2,
CT,105,408,357-2679,no,no,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,607.5,6,2.57,64.36,1,
AR,54,415,396-2867,no,yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,543.1,1,2.48,57.47,3,
WY,87,415,341-9443,no,yes,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,583.8000000000001,3,2.3,65.3,3,
CA,96,510,341-4103,no,yes,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,569.5,5,2.84,58.739999999999995,1,
CA,79,510,416-8701,no,no,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,592.6,10,2.54,56.25,5,
MN,55,415,397-6109,no,no,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,636.1999999999999,4,2.51,59.14,0,
AK,130,415,392-5587,no,no,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,497.00000000000006,2,2.51,58.88999999999999,2,
VA,34,415,392-9342,no,no,0,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,478.9,7,2.67,47.910000000000004,0,
CO,139,415,368-2845,no,no,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,445.8,2,2.24,45.77,1,
MT,109,408,405-4920,no,no,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,776.6,9,2.57,82.38,1,
SD,65,408,348-7484,no,yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,671.8,4,3.24,74.3,1,
NE,63,415,338-5207,no,no,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,720.3999999999999,2,3.32,71.07999999999998,0,
VT,152,415,418-7846,no,no,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,412.69999999999993,4,2.0,50.08,3,
ND,147,408,358-8729,no,no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,620.4,4,2.11,62.01,1,
GA,112,415,349-1943,no,yes,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,681.8,4,2.48,64.6,2,
OR,120,415,368-8283,no,no,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,563.6,1,2.59,65.03,2,
MT,27,510,345-1419,no,no,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,457.8,3,2.48,51.66,0,
WY,171,415,358-8025,no,no,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,639.0999999999999,1,3.32,67.96999999999998,1,
GA,101,415,383-8695,no,yes,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,609.6,4,4.19,63.5,0,
WV,32,408,370-7565,no,yes,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,728.0999999999999,4,4.4,79.07000000000001,1,
CT,3,415,401-6162,no,yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,455.4,6,3.21,46.8,2,
IL,151,408,386-5303,no,no,0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,491.6,5,3.19,52.47,0,
CO,60,408,351-6552,no,no,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,596.4000000000001,3,3.02,54.95,3,
DE,119,415,345-5338,no,no,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,613.6,15,2.03,60.4,1,
LA,43,415,330-2849,no,no,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,642.0,3,1.59,65.63,1,
MA,42,408,364-6801,no,no,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,520.5,4,2.86,60.61,0,
IN,84,408,375-3003,no,no,0,217.1,99,36.91,236.0,68,20.06,118.3,120,5.32,9.4,580.8,4,2.54,64.83,1,
NY,65,510,383-8878,no,no,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,564.0,4,2.4,59.05,0,
TX,75,415,384-2372,yes,no,0,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,766.1,9,2.35,77.32,1,
KS,116,510,377-7107,no,no,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,598.2,2,3.54,61.14999999999999,1,
WV,107,415,361-1581,no,no,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,546.9,5,2.51,48.419999999999995,0,
NE,189,415,417-7888,no,yes,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,541.6,3,3.08,65.05,3,
ND,123,408,383-8364,no,no,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,609.6,1,1.76,58.46,1,
AK,110,408,396-2335,no,no,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,548.9,8,3.0,49.05,3,
CO,63,415,408-4530,no,yes,32,30.9,113,5.25,187.0,113,15.9,230.8,101,10.39,8.6,457.30000000000007,7,2.32,33.86,1,
ME,176,415,408-6621,no,no,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,602.1,2,2.73,65.84,3,
SC,108,510,393-7522,no,no,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,616.0,8,3.4,61.96999999999999,1,
MN,13,510,338-7120,no,yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,796.7,3,3.27,86.38,3,
CO,71,415,357-4265,no,no,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,544.4000000000001,2,2.21,66.29999999999998,1,
KS,88,415,398-8801,no,no,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,636.5,3,4.02,63.61,2,
MS,137,510,346-2347,no,no,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,522.9000000000001,4,2.75,51.92999999999999,1,
NE,82,408,343-2741,no,no,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,660.1,7,1.54,65.27000000000001,4,
NJ,92,510,420-8242,no,yes,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,606.8,4,2.16,56.06999999999999,3,
WI,165,510,402-7746,no,no,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,622.5,4,2.94,60.48,6,
MT,96,415,332-1494,no,no,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,434.9,9,3.13,38.6,1,
AR,156,415,388-6223,no,no,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,533.9000000000001,3,2.03,55.2,1,
WA,63,408,404-9539,no,no,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,638.6,4,2.46,60.4,0,
NH,37,415,341-7332,no,no,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,707.5,11,2.27,66.92,0,
IA,98,415,338-7886,no,no,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,606.1,9,2.97,64.49,0,
WV,121,415,332-5596,no,no,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,410.2,3,2.89,38.94,0,
RI,94,415,348-9945,no,no,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,434.4,3,2.08,45.06999999999999,0,
KS,99,415,407-1896,no,no,0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,612.8000000000001,3,3.81,61.2,1,
MT,163,510,398-9408,no,yes,23,160.0,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,589.6999999999999,7,2.81,56.46,1,
MO,161,510,369-8005,no,no,0,221.7,95,37.69,193.0,82,16.41,194.1,113,8.73,6.5,615.3,4,1.76,64.59,3,
HI,99,415,346-2530,no,no,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,471.29999999999995,5,2.3,40.23,1,
CO,108,415,400-5984,no,no,0,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,608.9,5,0.97,62.97,1,
CT,84,510,351-1007,no,yes,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,657.2,7,2.05,60.89,3,
ID,83,415,345-5980,yes,yes,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,460.1,6,2.86,41.099999999999994,2,
DC,139,510,368-8964,no,no,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,563.2,3,2.62,59.019999999999996,2,
TN,69,510,358-1912,no,no,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,684.4,4,3.38,66.7,3,
WY,129,510,379-3132,no,no,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,665.5,8,3.08,62.38999999999999,4,
MO,106,415,340-9910,no,no,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0.0,425.4,0,0.0,36.58,2,
VA,158,415,396-2719,no,no,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,643.3,2,1.86,66.48,2,
SD,168,415,369-6204,no,yes,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,569.4,5,1.97,57.71,2,
WV,115,510,420-9971,yes,no,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,659.3999999999999,6,4.13,74.05,1,
GA,57,408,410-3782,yes,yes,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,709.9,4,3.08,71.63999999999999,2,
AZ,67,415,404-4481,no,no,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,616.8,6,1.94,64.48,1,
AK,127,408,383-9255,no,no,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,545.5,3,2.51,56.22,1,
AK,78,510,418-9385,no,no,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,653.0,5,3.16,63.58,2,
CT,100,415,360-9676,no,yes,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,590.9,2,2.0,56.94,0,
UT,103,510,327-3587,no,yes,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,434.09999999999997,5,2.94,39.65,6,
KY,113,415,385-4715,no,no,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,527.9,3,3.65,61.480000000000004,1,
MI,78,510,414-2695,no,no,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,595.7,11,3.78,56.64,3,
OR,129,510,331-5999,no,yes,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,602.6999999999999,5,4.43,62.0,1,
TN,57,510,337-7739,no,no,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,593.1,3,3.21,56.04,2,
WV,82,408,388-6658,no,no,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,609.8999999999999,5,2.11,54.0,1,
NJ,64,415,405-6943,no,no,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,645.4000000000001,2,2.48,66.81,1,
MS,86,510,382-4084,no,yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,643.0,5,3.43,73.01,2,
ME,151,415,352-8249,no,yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,607.5,5,3.62,61.949999999999996,0,
WY,94,510,353-8363,no,no,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,706.9,3,3.11,76.4,3,
WY,90,415,416-2825,no,no,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,734.0,1,2.16,72.41999999999999,2,
IN,48,510,342-6696,no,no,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,638.2,5,1.94,73.21,2,
NM,85,408,338-9210,no,yes,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,583.3,8,2.57,62.39,2,
NJ,93,415,328-1768,yes,yes,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,544.7,4,3.27,57.470000000000006,1,
DC,169,415,406-5870,yes,no,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,538.0,6,1.76,40.8,3,
UT,68,415,398-3834,no,no,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,517.8,9,2.97,52.24999999999999,5,
KY,91,415,330-7754,yes,no,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,561.2,3,4.51,54.169999999999995,2,
KS,68,510,414-9054,no,no,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,622.0,3,3.08,60.13,1,
MI,101,510,350-2832,no,no,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,611.8999999999999,8,2.38,61.70000000000001,1,
UT,67,510,414-9027,no,yes,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,591.3,2,2.54,65.11,1,
NE,66,415,337-1225,no,no,0,34.0,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,453.70000000000005,3,3.11,38.4,0,
FL,116,415,394-6577,no,yes,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,693.5,3,3.08,67.57,5,
LA,158,408,359-6995,no,no,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,571.3,6,2.81,59.84,1,
MT,78,415,377-7561,no,no,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,645.7,5,2.46,64.72999999999999,1,
WA,119,415,380-6631,no,yes,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,560.6,8,1.78,56.89,1,
MI,120,415,390-8876,no,no,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,508.9,2,1.73,47.93,1,
KY,155,510,413-2201,no,no,0,184.6,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,614.9,1,2.11,60.339999999999996,1,
LA,106,408,374-2073,no,no,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,621.2,5,2.35,68.31,1,
NM,87,510,417-1272,yes,no,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,509.9,6,2.97,54.27,1,
AL,146,415,358-1129,no,yes,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,495.9,4,2.21,50.830000000000005,3,
MO,101,415,394-1211,no,yes,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,559.3000000000001,6,2.73,50.04,0,
CO,22,510,327-1319,no,yes,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,488.2,4,3.43,54.18,3,
TX,90,415,399-4413,no,no,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,417.9,5,2.97,40.489999999999995,2,
NY,41,415,393-9985,no,no,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,595.1,4,2.59,60.05,1,
OR,69,415,401-8377,no,no,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,522.2,4,3.08,56.69,2,
WY,33,415,331-3202,no,no,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,612.2,14,2.65,66.08,2,
UT,112,415,358-5953,no,no,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,556.8000000000001,5,3.54,52.220000000000006,1,
LA,108,510,380-7624,no,yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,684.4,6,2.65,76.39000000000001,2,
NV,136,415,416-5261,no,yes,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,690.7,4,2.57,62.89,2,
NC,128,510,417-5067,no,no,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,674.6,5,2.73,66.88000000000001,1,
NC,27,408,345-6515,no,no,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,582.6,3,2.27,62.34000000000001,2,
WY,161,415,406-1349,yes,no,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,642.8,6,0.35,63.60999999999999,1,
TN,33,415,360-9038,no,yes,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,780.6,5,4.05,72.3,0,
FL,120,415,348-3444,no,yes,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,621.4,4,3.08,58.48,0,
CA,113,415,370-2892,no,no,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,563.4,6,2.35,59.09,2,
PA,122,415,383-4061,yes,no,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,667.5,2,2.97,71.1,0,
WV,148,415,391-7937,no,yes,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,614.1,4,4.1,66.38,2,
NJ,74,415,389-4083,no,no,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,621.4000000000001,2,2.62,67.93,3,
MT,106,415,410-9633,no,no,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,593.1999999999999,3,2.97,62.56999999999999,1,
MN,179,415,418-9502,no,no,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,589.6999999999999,4,3.59,58.510000000000005,1,
WI,149,415,339-6637,yes,yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,447.8,3,2.38,44.67,5,
ID,77,510,356-3403,no,no,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,619.8000000000001,7,2.48,61.93,0,
MA,127,408,371-9457,yes,no,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,534.7,2,2.08,54.620000000000005,1,
OR,80,415,391-8087,no,no,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,598.9,4,2.86,57.43,1,
MT,106,510,392-6420,no,no,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,579.5,4,2.89,57.550000000000004,1,
AL,61,415,399-4094,no,yes,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,678.0,4,2.84,71.14,0,
ND,135,510,378-4013,yes,yes,24,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,582.8,4,1.57,52.1,2,
LA,115,415,386-6306,no,yes,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,627.0,5,3.67,61.28,6,
ND,167,408,359-3618,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,641.0,4,2.73,68.23,2,
MS,107,510,340-8875,yes,no,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,622.1,9,2.97,72.00999999999999,2,
WV,112,415,330-2693,yes,no,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,507.5,4,2.89,53.519999999999996,1,
WI,35,510,403-7627,no,yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,681.9999999999999,4,2.54,68.7,1,
KS,103,408,342-3678,yes,no,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,522.8,4,2.54,40.309999999999995,3,
MO,107,415,344-9943,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,675.4000000000001,9,3.02,73.78999999999999,1,
PA,69,415,390-5686,no,no,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,645.2,5,2.89,70.51,3,
SD,85,408,358-5826,no,no,0,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,616.0,3,3.05,64.27,0,
NJ,24,408,393-7826,no,no,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,668.0000000000001,6,3.0,74.11,2,
AL,90,415,335-9786,no,no,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,478.2,2,3.19,55.75,2,
ME,137,510,368-9860,no,no,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,513.7,3,2.84,48.230000000000004,3,
AZ,92,415,416-9522,yes,yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,580.9,3,2.03,70.89,0,
VT,38,415,416-7307,no,no,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,605.2,3,3.81,59.099999999999994,2,
NV,69,510,397-6789,yes,yes,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,698.5,2,2.21,77.34999999999998,1,
WI,45,408,335-9501,no,no,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9.0,580.8,3,2.43,51.02,2,
HI,73,408,388-1250,no,no,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,609.6,2,4.08,63.83,1,
DE,92,415,386-1374,no,no,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,636.0,4,2.92,66.45,1,
AZ,113,415,346-8112,no,yes,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,485.1,2,2.27,51.45,1,
VA,68,408,364-9040,yes,no,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,580.9,7,3.92,56.75,1,
GA,135,415,366-3944,no,yes,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,605.8000000000001,5,3.94,65.56,2,
AZ,100,415,331-9861,no,yes,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,520.9,5,4.29,51.74,1,
MN,96,415,330-2881,no,yes,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,672.9,2,3.05,74.32000000000001,1,
ME,108,510,402-9558,no,no,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,638.1,5,2.54,69.69,1,
